,PSNY,HarmlessError,ProsecutMisconduct,DocumentLength,DefendantRespondent,DefendantAppellant,File,DA,ADA,Judges,Crime,Defense,GroundsForAppeal,ModeOfConviction,Judge,Mode,Keywords
2017_00321,respondent,0,0,1491,0.0,1.0,2017_00321.htm.txt,Richard A. Brown,," Dillon, J.P., Miller, Hinds-Radix and Connolly, JJ",on April 3;1997,Private,,jury verdict,Kohm,,affirmed
2017_00322,respondent,0,0,5392,0.0,1.0,2017_00322.htm.txt,"Anthony A. Scarpino, Jr.",," Chambers, J.P., Roman, Miller and Barros, JJ",imposing sentence,Private,,jury verdict,Neary,,affirmed
2017_00323,respondent,0,0,3130,0.0,1.0,2017_00323.htm.txt,,," Rivera, J.P., Austin, Cohen and Brathwaite Nelson, JJ",imposing sentence,Private,,jury verdict,,,affirmed
2017_00324,respondent,0,0,1159,0.0,1.0,2017_00324.htm.txt,William V. Grady,," Mastro, J.P., Leventhal, Cohen and Barros, JJ",,Private,ineffective assistance,,,,
2017_00325,respondent,0,0,1219,0.0,1.0,2017_00325.htm.txt,,," Eng, P.J., Austin, Roman, Maltese and Duffy, JJ",on ground that sentence was excessive,Private,,plea of guilty,Gubbay,,affirmed
2017_00326,respondent,0,0,1972,0.0,1.0,2017_00326.htm.txt,"Anthony A. Scarpino, Jr.",," Rivera, J.P., Chambers, Roman and Brathwaite Nelson, JJ",imposing sentence,Private,,plea of guilty,Capeci,,affirmed
2017_00327,respondent,0,0,1990,0.0,1.0,2017_00327.htm.txt,"Anthony A. Scarpino, Jr.",," Chambers, J.P., Roman, Miller and Barros, JJ",imposing sentence,Private,,jury verdict,Neary,,affirmed
2017_00328,respondent,0,0,1246,0.0,1.0,2017_00328.htm.txt,,," Eng, P.J., Hall, Cohen, LaSalle and Connolly, JJ",,Private,,,Chun,,affirmed
2017_00329,respondent,0,0,12338,0.0,1.0,2017_00329.htm.txt,Richard A. Brown,," Leventhal, J.P., Cohen, Miller and Connolly, JJ",imposing sentence,Private,insufficient,jury verdict,Knopf,,reversed
2017_00330,respondent,0,0,2079,0.0,1.0,2017_00330.htm.txt,,," Leventhal, J.P., Hall, Sgroi and Duffy, JJ",risk pursuant to Sex Offender Registration Act,Private,,,D'Emic,,affirmed
2017_00331,respondent,0,0,2180,0.0,1.0,2017_00331.htm.txt,Madeline Singas,," Rivera, J.P., Austin, Cohen and Brathwaite Nelson, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Delligatti,,affirmed
2017_00332,respondent,0,0,2246,0.0,1.0,2017_00332.htm.txt,,," Leventhal, J.P., Hall, Sgroi and Duffy, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Sullivan,,affirmed
2017_00333,respondent,0,0,3166,0.0,1.0,2017_00333.htm.txt,Richard A. Brown,," Austin, J.P., Cohen, Maltese and Duffy, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Lopez,,affirmed
2017_00342,respondent,0,0,16307,0.0,1.0,2017_00342.htm.txt,Joel E. Abelove,Vincent J. O'Neill,"  McCarthy, J.P., Egan Jr., Lynch and Aarons, JJ",robbery (four counts);ing defendant crimes assault;attempted robbery (two counts);criminal use firearm,Private,misconduct,,Ceresia,,reversed
2017_00343,respondent,0,0,4781,0.0,1.0,2017_00343.htm.txt,P. David Soares,Michael C. Wetmore,"  Egan Jr., Rose, Clark and Mulvey, JJ",crime criminal possession weapon,Private,,plea of guilty,Breslin,,affirmed
2017_00344,respondent,0,0,3461,0.0,1.0,2017_00344.htm.txt,Craig P. Carriero,Jennifer M. Hollis,"  McCarthy, J.P., Egan Jr., Lynch and Clark, JJ",aggravated unlicensed operation motor vehicle;crimes criminal sale firearm,Private,ineffective assistance,plea of guilty,Main Jr.,,affirmed
2017_00345,respondent,0,0,3432,0.0,1.0,2017_00345.htm.txt,Robert M. Carney,Tracey A. Brunecz,"  Peters, P.J., Garry, Devine and Mulvey, JJ",crime robbery,Private,,plea of guilty,Giardino,,affirmed
2017_00346,respondent,0,0,2882,0.0,1.0,2017_00346.htm.txt,P. David Soares,Michael C. Wetmore,"  Peters, P.J., Rose, Devine and Mulvey, JJ",crime criminal sale controlled substance,Private,,plea of guilty,Breslin,,affirmed
2017_00347,respondent,0,0,38594,0.0,1.0,2017_00347.htm.txt,Kirk O. Martin,,"  McCarthy, J.P., Rose and Mulvey, JJ",ing defendant crime manslaughter,Private,misconduct,,Keene,,affirmed
2017_00348,respondent,0,0,3296,0.0,1.0,2017_00348.htm.txt,P. David Soares,Brittany L. Grome,"  Peters, P.J., Garry, Rose and Mulvey, JJ",crime attempted criminal sale controlled substance,Private,,plea of guilty,Lynch,,affirmed
2017_00349,respondent,0,0,5073,0.0,1.0,2017_00349.htm.txt,Mary E. Rain,Marquetta Christy,"  McCarthy, J.P., Lynch, Clark and Aarons, JJ",crime rape,Private,insufficient,plea of guilty,Richards,,affirmed
2017_00350,appellant,0,0,9234,1.0,0.0,2017_00350.htm.txt,D. Holley Carnright,Joan Gudesblatt Lamb,"  McCarthy, J.P., Egan Jr., Lynch and Aarons, JJ",crime criminal possession controlled substance,Private,ineffective assistance,,Williams,,affirmed
2017_00384,respondent,0,0,14060,0.0,1.0,2017_00384.htm.txt,Darcel D. Clark,Emily Anne Aldridge," Concur-Acosta, J.P., Richter, Mazzarelli, Kapnick and Gesmer, JJ",unanimously affirmed;after jury trial;as violent felony offender;attempted murder;ing defendant;sentencing him;to term 16 years,Private,insufficient,,Barbara F. Newman,,reversed
2017_00389,respondent,0,0,2171,0.0,1.0,2017_00389.htm.txt,"Cyrus R. Vance, Jr.",Oliver McDonald," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",340-342 [2015]; People v Ramos;7 NY3d 737 [2006]);defendant also signed valid written waiver (see People v Sanders;25 NY3d 337,Private,,,"Rena K. Uviller, Ronald A. Zweibel"," at suppression hearing, at plea and sentencing",affirmed
2017_00393,respondent,0,0,1517,0.0,1.0,2017_00393.htm.txt,,," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",,Legal Aid Society,,,Gregory Carro,,affirmed
2017_00394,respondent,0,0,1028,0.0,1.0,2017_00394.htm.txt,"Cyrus R. Vance, Jr.",Jessica Olive," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",,Legal Aid Society,,,Charles Solomon,,affirmed
2017_00397,respondent,0,0,1578,0.0,1.0,2017_00397.htm.txt,,," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",,Legal Aid Society,,,"Ann Donnelly, Jill Konviser"," at suppression hearing, at plea and sentencing",affirmed
2017_00398,respondent,0,0,1055,0.0,1.0,2017_00398.htm.txt,Darcel D. Clark,Beth Kublin," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",,Legal Aid Society,,,"Efrain Alvarado, John W. Carter"," at plea, at sentencing",affirmed
2017_00401,respondent,0,0,1067,0.0,1.0,2017_00401.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",,Legal Aid Society,,,"Gregory Carro, Daniel P. Fitzgerald"," at plea, at sentencing",affirmed
2017_00403,respondent,0,0,1516,0.0,1.0,2017_00403.htm.txt,,," Concur-Andrias, J.P., Saxe, Feinman, Gische and Kahn, JJ",,Legal Aid Society,,,Jill Konviser,,affirmed
2017_00404,respondent,0,0,1015,0.0,1.0,2017_00404.htm.txt,"Cyrus R. Vance, Jr.",Andrew E. Seewald," Concur-Andrias, J.P., Saxe, Feinman and Gische, JJ",,Legal Aid Society,,,Robert Stolz,,affirmed
2017_00408,respondent,0,0,2676,0.0,1.0,2017_00408.htm.txt,"Cyrus R. Vance, Jr.",Clark S. Abrams," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",unanimously affirmed;to term years;sentencing him;as felony drug offender previously convicted violent felony;attempted criminal possession controlled substance,Private,,plea of guilty,,,affirmed
2017_00413,respondent,0,0,1304,0.0,1.0,2017_00413.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",ing defendant criminal sale controlled substance;;sentencing him to concurrent terms years;unanimously modified;otherwise affirmed;criminal possession controlled substance;with years' postrelease supervision;as matter discretion interest justice;to extent reducing prison terms to concurrent terms years,Legal Aid Society,,,"Robert M. Stolz, James M. Burke"," at plea, at sentencing",reversed
2017_00416,respondent,0,0,1546,0.0,1.0,2017_00416.htm.txt,,," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",,Legal Aid Society,,,Bonnie Wittner,,affirmed
2017_00417,respondent,0,0,1553,0.0,1.0,2017_00417.htm.txt,,," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",,Legal Aid Society,,,Gregory Carro,,affirmed
2017_00418,respondent,0,0,889,0.0,1.0,2017_00418.htm.txt,"Cyrus R. Vance, Jr.",Brian R. Pouliot," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",,Legal Aid Society,,,Charles Solomon,,affirmed
2017_00420,respondent,0,0,1021,0.0,1.0,2017_00420.htm.txt,"Cyrus R. Vance, Jr.",John T. Hughes," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",,Legal Aid Society,,,Patricia Nunez,,affirmed
2017_00427,respondent,0,0,3298,0.0,1.0,2017_00427.htm.txt,"Cyrus R. Vance, Jr.",Susan Axelrod," Concur-Friedman, J.P., Renwick, Feinman, Gische and Kapnick, JJ",after jury trial;sentencing him to an aggregate term 30 years;unanimously modified;otherwise affirmed;on law;to extent directing that all sentences run concurrently with each other;criminal possession weapon;ing defendant;criminal sale firearm,Private,,,Edward J. McLaughlin,,reversed
2017_00434,respondent,0,0,3707,0.0,1.0,2017_00434.htm.txt,"Cyrus R. Vance, Jr.",Jared Wolkowitz," Concur-Sweeny, J.P., Renwick, Andrias and Gesmer, JJ",unanimously affirmed;after jury trial;robbery (two counts);robbery;criminal possession weapon (two counts);as persistent violent felony offender;ing defendant;to an aggregate term 20 years to life;sentencing him,Private,ineffective assistance,,Marcy L. Kahn,,affirmed
2017_00438,respondent,0,0,1015,0.0,1.0,2017_00438.htm.txt,"Cyrus R. Vance, Jr.",Yan Slavinskiy," Concur-Sweeny, J.P., Renwick, Andrias, Kahn and Gesmer, JJ",,Private,,,Larry Stephen,,affirmed
2017_00440,respondent,0,0,1800,0.0,1.0,2017_00440.htm.txt,"Cyrus R. Vance, Jr.",Casey Lee," Concur-Sweeny, J.P., Renwick, Andrias, Kahn and Gesmer, JJ",unanimously affirmed;after jury trial;criminal possession stolen property;grand larceny;ing defendant;as felony offender;sentencing him;to concurrent terms to years,Legal Aid Society,,,Ann M. Donnelly,,affirmed
2017_00443,respondent,0,0,1509,0.0,1.0,2017_00443.htm.txt,,," Concur-Sweeny, J.P., Renwick, Andrias, Kahn and Gesmer, JJ",,Legal Aid Society,,,Charles Solomon,,affirmed
2017_00445,respondent,0,0,1526,0.0,1.0,2017_00445.htm.txt,"Cyrus R. Vance, Jr.",Hope Korestein," Concur-Sweeny, J.P., Renwick, Andrias, Kahn and Gesmer, JJ",after jury trial;criminal impersonation;with  years' postrelease supervision;to extent reducing prison term for robbery conviction to  eight years;unanimously modified;otherwise affirmed;robbery;as matter discretion interest justice;ing defendant;as felony offender;sentencing him;to an aggregate term 11 years,Private,,,Jill Konviser,,reversed
2017_00449,appellant,0,0,29053,1.0,0.0,2017_00449.htm.txt,,"<i>Elizabeth Roper</i>, <i>Daniel Holmes</i> and <i>Jeremy Glickman</i>","  Acosta, J.P., Mazzarelli, Kapnick and Gesmer, JJ",ed defendant this crime;trial court set aside verdict,Private,insufficient,,Daniel P. Conviser,,reversed
2017_00477,respondent,0,0,3081,0.0,1.0,2017_00477.htm.txt,David M. Hoovler,," Chambers, J.P., Hall, Maltese and Barros, JJ",imposing sentence,Private,ineffective assistance,plea of guilty,Freehill,,affirmed
2017_00478,respondent,0,0,1240,0.0,1.0,2017_00478.htm.txt,,," Eng, P.J., Dillon, Sgroi, Miller and Brathwaite Nelson, JJ",on ground that sentence was excessive,Private,,plea of guilty,Donnelly,,affirmed
2017_00479,respondent,0,0,25655,0.0,1.0,2017_00479.htm.txt,,," Austin, Miller and LaSalle, JJ",imposing sentence,Private,insufficient,jury verdict,Cyrulnik,,reversed
2017_00480,respondent,0,0,2360,0.0,1.0,2017_00480.htm.txt,Thomas P. Zugibe,Itamar J. Yeger," Leventhal, J.P., Hall, Sgroi and Duffy, JJ",ing him criminal possession stolen property under indictment No,Private,ineffective assistance,,Thorsen,,affirmed
2017_00481,respondent,0,0,1155,0.0,1.0,2017_00481.htm.txt,,," Austin, J.P., Cohen, Miller and Connolly, JJ",,Private,ineffective assistance,,,,
2017_00482,appellant,0,0,5066,1.0,0.0,2017_00482.htm.txt,Richard A. Brown,," Rivera, J.P., Sgroi, Duffy and Brathwaite Nelson, JJ","525 [1998]; People v Jennings;69 NY2d 103;799-800 [2015]; People v Ryan;274-275 [2003];133 AD3d 799;ion' "" (People v Mills;1 NY3d 269;114 [1986]; People v Wisey;696 [2015]);92 NY2d 523;quoting People v Carroll;125 AD3d 695;568 [1999]; see People v Bello;93 NY2d 564",Private,insufficient,,Koenderman,,reversed
2017_00483,respondent,0,0,3017,0.0,1.0,2017_00483.htm.txt,William V. Grady,," Balkin, J.P., Leventhal, Roman and LaSalle, JJ",imposing sentence,Private,insufficient,jury verdict,Greller,,affirmed
2017_00484,respondent,0,0,1473,0.0,1.0,2017_00484.htm.txt,William V. Grady,," Balkin, J.P., Chambers, Roman, Duffy and Barros, JJ",imposing sentence,Private,,plea of guilty,Everett,,affirmed
2017_00485,respondent,0,0,2838,0.0,1.0,2017_00485.htm.txt,Madeline Singas,," Dillon, J.P., Hall, Hinds-Radix and Brathwaite Nelson, JJ",imposing sentence,Private,,plea of guilty,Gugerty,,
2017_00486,respondent,0,0,1503,0.0,1.0,2017_00486.htm.txt,Thomas P. Zugibe,Itamar J. Yeger," Balkin, J.P., Chambers, Roman, Duffy and Barros, JJ",imposing sentence,Private,,plea of guilty,Nelson,,affirmed
2017_00487,respondent,0,0,4874,0.0,1.0,2017_00487.htm.txt,Richard A. Brown,," Balkin, J.P., Hall, Miller and LaSalle, JJ",imposing sentence,Private,insufficient,nonjury trial,Lewis,,affirmed
2017_00488,respondent,0,0,1167,0.0,1.0,2017_00488.htm.txt,,," Mastro, J.P., Dillon, Balkin and Maltese, JJ",,Private,ineffective assistance,,,,
2017_00489,respondent,0,0,1129,0.0,1.0,2017_00489.htm.txt,Thomas J. Spota,Caren C. Manzello," Eng, P.J., Austin, Roman, Maltese and Duffy, JJ",on ground that sentence was excessive,Private,,plea of guilty,Ambro,,affirmed
2017_00490,respondent,0,0,5885,0.0,1.0,2017_00490.htm.txt,,," Chambers, J.P., Roman, Miller and Barros, JJ",imposing sentence,Private,,jury verdict,Zambelli,,affirmed
2017_00491,respondent,0,0,3418,0.0,1.0,2017_00491.htm.txt,Richard A. Brown,," Austin, J.P., Cohen, Maltese and Duffy, JJ",imposing sentence,Private,ineffective assistance,jury verdict,Lopresto,,affirmed
2017_00492,respondent,0,0,4229,0.0,1.0,2017_00492.htm.txt,,," Chambers, J.P., Roman, Miller and Barros, JJ",imposing sentence,Private,,jury verdict,Zambelli,,affirmed
2017_00493,respondent,0,0,1215,0.0,1.0,2017_00493.htm.txt,Richard A. Brown,," Dillon, J.P., Chambers, Sgroi and LaSalle, JJ",,Private,ineffective assistance,,,,
2017_00494,respondent,0,0,2679,0.0,1.0,2017_00494.htm.txt,Richard A. Brown,," Dillon, J.P., Miller, Hinds-Radix and Connolly, JJ",imposing sentence,Private,,jury verdict,Blumenfeld,,affirmed
2017_00495,appellant,0,0,914,1.0,0.0,2017_00495.htm.txt,Richard A. Brown,Tina Grillo," Chambers, J.P., Cohen, Maltese and Barros, JJ",,Private,,,Kron,,
2017_00496,appellant,0,0,920,1.0,0.0,2017_00496.htm.txt,,," Leventhal, J.P., Sgroi, LaSalle and Barros, JJ",,Private,,,Firetog,,
2017_00497,respondent,0,0,8924,0.0,1.0,2017_00497.htm.txt,,," Dillon, J.P., Hall, Hinds-Radix and Brathwaite Nelson, JJ",imposing sentence,Private,insufficient,jury verdict,Firetog,,reversed
2017_00498,respondent,0,0,1100,0.0,1.0,2017_00498.htm.txt,Madeline Singas,," Austin, J.P., Cohen, Miller and Connolly, JJ",,Private,ineffective assistance,,,,
2017_00499,respondent,0,0,3247,0.0,1.0,2017_00499.htm.txt,Madeline Singas,," Eng, P.J., Balkin, Sgroi and Barros, JJ",imposing sentence,Private,,jury verdict,Harrington,,reversed
2017_00500,respondent,0,0,1113,0.0,1.0,2017_00500.htm.txt,,," Eng, P.J., Chambers, Austin, Roman and Duffy, JJ",on ground that sentence was excessive,Private,,plea of guilty,Donnelly,,affirmed
2017_00507,respondent,0,0,16386,0.0,1.0,2017_00507.htm.txt,Kathleen B. Hogan,,"  Egan Jr., Devine and Clark, JJ",ing defendant crimes murder;endangering welfare child;manslaughter,Private,misconduct,,Hall Jr.,,reversed
2017_00508,respondent,0,0,1776,0.0,1.0,2017_00508.htm.txt,Kristy L. Sprague,,"  Peters, P.J., Garry, Egan Jr., Lynch and Clark, JJ",crime burglary,Private,,plea of guilty,Meyer,,affirmed
2017_00509,respondent,0,0,2312,0.0,1.0,2017_00509.htm.txt,D. Holley Carnright,Joan Gudesblatt Lamb," [*2]    McCarthy, J.P., Garry, Lynch, Clark and Mulvey, JJ",criminal sale controlled substance;crimes criminal possession weapon,Private,,plea of guilty,Williams,,affirmed
2017_00510,respondent,0,0,1583,0.0,1.0,2017_00510.htm.txt,J. Anthony Jordan,Sara E. Fischer,"  Peters, P.J., Garry, Egan Jr., Mulvey and Aarons, JJ",crime attempted promoting prison contraband,Private,,plea of guilty,McKeighan,,affirmed
2017_00538,respondent,0,0,1211,0.0,1.0,2017_00538.htm.txt,"Cyrus R. Vance, Jr.",," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",to term 12 years;unanimously reversed;ing defendant robbery;on law;as felony offender;sentencing him;indictment dismissed,Private,,,"Maxwell Wiley, Ruth Pickholz"," at motions, at jury trial and sentencing",reversed
2017_00543,respondent,0,0,4695,0.0,1.0,2017_00543.htm.txt,Darcel D. Clark,Justin J. Braun," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",after jury trial;to extent directing that sentence for weapon possession conviction that is presently consecutive to other sentences instead be served concurrently with other sentences;unanimously modified;assault;otherwise affirmed;on law;attempted murder;criminal possession weapon (two counts);ing defendant;resulting new aggregate term 75 years to life;sentencing him to an aggregate term 90 years to life;murder,Legal Aid Society,ineffective assistance,,Alvin Yearwood,,reversed
2017_00548,respondent,0,0,1484,0.0,1.0,2017_00548.htm.txt,Darcel D. Clark,Joshua P. Weiss," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",ion,Legal Aid Society,,,Raymond L. Bruce,,affirmed
2017_00553,respondent,0,0,1513,0.0,1.0,2017_00553.htm.txt,Darcel D. Clark,Paul A. Andersen," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",342 [2016]);27 NY3d 337;ion automatically resulted an override to risk level (see People v Howard,Legal Aid Society,insufficient,,Joseph J. Dawson,,affirmed
2017_00556,respondent,0,0,3062,0.0,1.0,2017_00556.htm.txt,"Cyrus R. Vance, Jr.",Sheryl Feldman," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",degrees;sex trafficking;after jury trial;unanimously affirmed;sentencing him to an aggregate term 102/3 to 32 years;each promoting prostitution;ing defendant,Private,,,Patricia M. Nuñez,,affirmed
2017_00558,respondent,0,0,835,0.0,1.0,2017_00558.htm.txt,Darcel D. Clark,Paul A. Andersen," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",,Legal Aid Society,,,Steven Lloyd Barrett,,affirmed
2017_00559,respondent,0,0,1796,0.0,1.0,2017_00559.htm.txt,Darcel D. Clark,Joshua P. Weiss," Concur-Friedman, J.P., Richter, Saxe, Moskowitz and Kapnick, JJ",sentencing her to an aggregate term months;unanimously affirmed;assault;concurrent with years' probation on drug sale count;criminal sale controlled substance;ing defendant;upon her pleas guilty,Legal Aid Society,,,Stephen J. Barrett,,affirmed
2017_00565,respondent,0,0,1338,0.0,1.0,2017_00565.htm.txt,Darcel D. Clark,Samuel L. Yellen," Concur-Friedman, J.P., Richter, Saxe, Moskowitz and Kapnick, JJ",risk pursuant to Sex Offender Registration Act,Legal Aid Society,,,Ralph Fabrizio,,affirmed
2017_00570,respondent,0,0,1244,0.0,1.0,2017_00570.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Friedman, J.P., Richter, Saxe, Moskowitz and Kapnick, JJ",unanimously affirmed;sentencing him to term year;ing defendant criminal possession controlled substance,Private,,,"Herbert J. Adlerberg, Charles H. Solomon"," at hearing, at plea and sentencing",affirmed
2017_00573,respondent,0,0,1029,0.0,1.0,2017_00573.htm.txt,"Cyrus R. Vance, Jr.",Rebecca Hausner," Concur-Friedman, J.P., Richter, Saxe, Moskowitz and Kapnick, JJ",,Legal Aid Society,,,Eduardo Padro,,affirmed
